Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
M,1.45,1.1375,0.3875,26.2799865,11.623295,5.59902625,7.2291225,9
M,1.375,1.1875,0.4,34.37376875,13.437663,7.3992195,10.20582,24
M,1.4125,1.125,0.3375,26.80445225,13.60776,5.8116475,7.83863675,8
F,1.6,1.25,0.4625,35.98969025,12.79979925,5.896696,11.4248485,15
F,1.2625,0.9875,0.3375,17.50581625,7.72523875,3.47281375,6.6621325,11
M,1.2125,0.925,0.3,17.7184375,6.90310325,3.7137845,4.9611625,14
M,1.4375,1.1125,0.3625,27.499015,13.02659525,5.99591925,6.80388,10
M,1.325,1.05,0.325,20.31241675,7.3425205,3.78465825,5.386405,14
I,1.0,0.75,0.225,7.95203475,2.14038725,1.65844575,2.1262125,7
I,0.9875,0.75,0.2125,7.994559,3.04757125,1.4458245,2.4097075,8
M,1.3875,1.125,0.3375,24.777463,10.4609655,6.05261825,6.80388,10
I,1.1625,0.925,0.3125,15.77649675,7.24329725,3.95475525,3.98310475,8
M,1.4875,1.1625,0.35,30.6458095,13.25339125,5.8683465,9.36950975,9
F,1.6875,1.275,0.4375,41.95726,18.52639825,8.57572375,11.4815475,10
M,1.3375,1.0,0.325,28.576296,9.355335,5.88252125,9.2135875,13
I,1.0375,0.775,0.2625,10.262519,4.46504625,2.25378525,3.10427025,6
M,1.6,1.275,0.475,37.32211675,13.13999325,7.52679225,11.056305,17
M,1.4875,1.1625,0.375,27.37144225,11.396499,5.386405,7.7961125,9
I,1.175,0.95,0.3,14.458245,5.42892925,3.061746,4.53592,9
F,1.2625,0.975,0.325,17.08057375,8.32057825,3.64291075,4.60679375,10
F,1.175,0.9125,0.3125,14.571643,6.36446275,3.231843,5.2446575,9
I,0.925,0.725,0.225,6.30776375,2.42388225,1.4458245,2.1262125,7
F,1.45,1.15,0.4,31.62386725,10.87203325,6.406987,9.355335,13
I,1.0,0.775,0.2625,8.901743,3.67126025,1.80019325,2.83495,7
M,1.7375,1.3125,0.475,48.931237,17.08057375,12.360382,12.8990225,15
M,1.45,1.125,0.3,24.62154075,11.850091,6.33611325,7.38504475,8
F,1.4375,1.125,0.375,24.8058125,12.757275,5.046211,6.80388,9
M,0.9125,0.675,0.25,6.3219385,2.82077525,1.48834875,2.4097075,7
F,1.45,1.15,0.3875,29.29920825,11.283101,6.30776375,10.20582,16
I,0.7,0.5125,0.2,2.96252275,1.17650425,0.623689,0.850485,6
M,1.45,1.1,0.4,24.47979325,10.375917,6.36446275,8.0796075,10
I,1.125,0.9,0.3,13.50853675,5.443104,3.18931875,4.53592,8
I,0.75,0.5,0.225,3.3168915,1.26155275,0.60951425,0.9922325,6
M,1.5625,1.225,0.4375,35.67784575,14.7133905,8.00873375,10.489315,12
I,1.225,0.9875,0.3125,15.43630275,7.9095105,3.6003865,3.8271825,8
I,0.925,0.7,0.2125,6.39281225,2.70737725,1.17650425,1.9561155,7
M,1.6125,1.2875,0.4875,36.38658325,14.685041,8.37727725,13.891255,12
M,1.525,1.175,0.4,25.344453,9.87980075,6.59125875,7.93786,10
I,1.325,1.05,0.3125,21.999212,8.77417025,4.52174525,6.0384435,9
M,1.25,0.9375,0.3,20.31241675,9.90815025,3.8838815,5.953395,10
F,1.3125,1.075,0.2875,22.8780465,8.09378225,5.8116475,7.200773,15
I,0.8125,0.6,0.225,3.64291075,1.474174,0.907184,1.13398,6
M,1.4375,1.125,0.4625,22.963095,10.21999475,5.23048275,7.654365,9
I,0.6375,0.55,0.1625,3.81300775,2.0128145,0.86465975,0.850485,5
M,1.525,1.225,0.375,32.95629375,14.04717725,7.01650125,8.9300925,11
F,1.4625,1.175,0.3625,27.9242575,14.30232275,5.613201,8.9300925,11
M,1.3125,1.1375,0.3125,33.43823525,15.03940975,7.314171,7.7961125,9
M,1.4375,1.0875,0.375,26.01066625,11.35397475,5.8116475,7.5126175,10
I,1.325,1.05,0.375,17.70426275,9.39785925,4.8477645,5.2446575,8
M,1.475,1.125,0.4125,25.7696955,11.679994,6.4353365,7.37087,9
M,1.575,1.2625,0.5,35.6920205,18.15785475,5.62737575,10.1207715,10
F,1.6,1.3125,0.4375,37.74735925,17.73261225,8.2497045,11.056305,11
M,1.6375,1.3,0.4375,41.730464,17.4349425,10.4042665,12.190285,11
M,1.575,1.2375,0.4125,37.42134,17.78931125,7.69688925,9.7238785,12
F,1.5625,1.25,0.375,32.16250775,14.04717725,7.35669525,8.618248,12
M,1.5,1.2125,0.4375,34.37376875,17.7751365,7.6827145,9.7805775,9
M,1.4125,1.1125,0.35,22.66542525,9.695529,5.20213325,6.0951425,9
M,1.5375,1.2625,0.5125,36.3724085,13.08329425,7.35669525,16.0174675,13
I,1.25,0.9875,0.3625,21.70154225,7.32834575,5.556502,7.087375,14
F,1.0625,0.85,0.3375,11.26892625,4.72019175,2.26796,3.8271825,9
F,1.7625,1.4125,0.5,62.652395,26.09571475,16.3009625,14.458245,10
M,1.55,1.2,0.4,34.23202125,15.77649675,7.89533575,9.7805775,11
F,1.5375,1.2875,0.4375,37.57726225,12.6722265,5.8683465,14.0330025,27
I,1.2,0.95,0.35,14.968536,5.6699,3.95475525,4.53592,14
F,1.2125,0.975,0.3125,18.10115575,9.87980075,3.50116325,4.3941725,8
M,1.6125,1.275,0.4625,35.8621175,12.48795475,8.4198015,11.1980525,11
M,1.2875,1.0,0.3125,17.84601025,7.92368525,4.03980375,5.10291,9
I,1.1125,0.825,0.3,11.1413535,5.499803,2.891649,3.118445,7
F,0.9875,0.7375,0.2625,7.8528115,3.458639,1.63009625,2.4097075,10
I,0.675,0.4875,0.1625,2.608154,1.020582,0.7654365,0.8788345,5
I,0.975,0.75,0.2625,9.25611175,4.72019175,2.26796,2.65067825,6
M,1.5,1.1125,0.425,31.19862475,14.5432935,6.2652395,8.6465975,11
M,1.425,1.1,0.35,24.777463,9.6671795,5.71242425,8.3631025,15
F,1.55,1.2,0.4125,32.715323,13.99047825,7.257472,8.9300925,10
M,1.1125,0.8375,0.3125,14.81261375,6.123492,3.04757125,3.75630875,10
F,0.95,0.725,0.2125,8.23552975,2.6932025,1.11980525,3.2601925,21
I,0.9875,0.7375,0.2375,7.9662095,3.55786225,1.757669,2.1262125,7
M,1.1875,0.9375,0.3,14.67086625,5.40057975,3.3168915,4.819415,9
I,0.7875,0.575,0.1875,3.6570855,1.65844575,1.0489315,1.03475675,6
M,1.5625,1.25,0.4625,35.6920205,14.92601175,8.43397625,10.489315,12
I,1.225,0.925,0.3125,16.6978555,8.448151,3.33106625,4.3941725,9
I,1.2125,0.9125,0.3125,14.968536,7.087375,2.9199985,4.3941725,8
M,1.45,1.175,0.3875,28.81726675,14.50076925,5.386405,7.5126175,9
M,1.6,1.275,0.4125,33.92017675,13.6361095,7.540967,10.489315,13
I,1.325,1.075,0.35,19.97222275,9.808927,4.01145425,5.3580555,11
M,1.125,0.8375,0.3125,10.9145575,4.9044635,2.59397925,3.118445,8
M,1.825,1.3875,0.5,55.46579675,20.695135,11.963489,14.17475,13
I,1.375,1.0375,0.3625,19.17843675,8.221355,4.479221,6.23689,12
M,1.4375,1.1375,0.4125,31.3828965,12.60135275,7.6827145,10.489315,16
I,0.7875,0.5875,0.175,4.20990075,1.65844575,1.06310625,1.20485375,7
M,1.55,1.2,0.4125,30.844256,14.061352,6.13766675,8.788345,10
I,1.1375,0.9125,0.2625,12.60135275,6.0384435,3.0333965,3.16096925,8
I,0.925,0.7,0.275,6.33611325,2.31048425,1.2757275,2.26796,7
I,1.0125,0.75,0.25,9.19941275,4.29494925,2.2963095,2.551455,7
F,1.4375,1.125,0.3625,24.67823975,11.5382465,4.422522,7.087375,8
M,0.9,0.6625,0.225,6.1518415,2.9199985,1.28990225,1.70097,6
I,0.725,0.5125,0.1875,3.005047,1.5025235,0.5386405,0.9922325,6
M,1.55,1.1875,0.3875,29.18581025,13.04077,4.932813,9.4970825,9
I,0.7,0.5375,0.175,3.01922175,1.0489315,0.63786375,0.850485,6
F,1.5,1.175,0.375,32.0065855,13.4660125,7.78193775,9.752228,13
F,1.6125,1.25,0.4125,33.40988575,14.69921575,8.68912175,9.07184,12
I,1.0625,0.7875,0.25,9.76640275,4.4508715,2.25378525,2.551455,8
F,1.725,1.4125,0.4875,49.90929475,16.20173925,9.25611175,14.17475,10
F,1.5625,1.275,0.425,39.02308675,18.9091165,8.09378225,10.0640725,11
M,1.5875,1.2375,0.375,34.91240925,17.519991,6.93145275,8.15048125,9
M,1.5125,1.2375,0.425,37.1094955,16.6411565,8.561549,9.2135875,10
F,1.6125,1.275,0.4375,31.65221675,13.62193475,7.78193775,8.9300925,11
I,1.0125,0.7625,0.225,8.17883075,3.912231,1.7293195,2.721552,7
I,0.825,0.6375,0.2375,5.23048275,2.154562,1.03475675,1.5592225,5
M,1.7375,1.4,0.5375,49.5265765,20.638436,11.60912025,15.7906715,12
I,0.9625,0.7,0.225,7.98038425,3.47281375,1.28990225,1.927766,10
I,1.025,0.7875,0.2625,10.262519,4.55009475,2.25378525,2.9766975,6
F,1.6875,1.3125,0.4125,42.807745,19.220961,8.901743,11.3681495,13
I,1.125,0.825,0.25,10.149121,4.32329875,1.8994165,2.6932025,7
M,1.525,1.2,0.3625,32.31843,16.4143605,6.76135575,8.6465975,10
F,1.3,1.025,0.3375,20.76600875,9.62465525,4.4508715,5.896696,10
F,1.725,1.35,0.4125,47.18774275,24.13959925,9.808927,13.87708025,11
M,1.35,1.075,0.35,23.79940525,11.83591625,4.819415,6.3786375,8
M,1.0375,0.7875,0.3125,11.5949455,4.7343665,2.87747425,2.551455,7
M,1.675,1.3125,0.4875,52.09220625,21.67319275,10.24834425,13.324265,11
F,1.4125,1.1,0.375,22.75047375,9.31281075,5.1879585,7.087375,9
F,1.575,1.2125,0.4125,35.777069,14.2030995,7.98038425,8.50485,13
I,1.0375,0.775,0.1875,8.60407325,4.252425,1.4458245,2.494756,6
M,1.4625,1.175,0.4,28.27862625,11.15552825,6.860579,9.355335,15
F,1.4875,1.2625,0.525,36.18813675,14.2030995,7.9095105,11.623295,11
I,1.0625,0.75,0.2875,9.25611175,3.72795925,2.1829115,2.9199985,9
I,1.175,0.9125,0.3125,13.56523575,5.839997,2.59397925,4.9611625,10
F,1.3125,1.0,0.3375,20.184844,7.6827145,4.025629,5.59902625,19
M,1.4875,1.1875,0.3875,26.9036755,11.15552825,5.9250455,7.767763,8
I,1.2875,0.95,0.3125,20.14231975,7.7961125,4.06815325,4.819415,9
I,1.0,0.775,0.25,9.128539,3.69960975,1.5025235,2.26796,7
F,1.2625,1.0125,0.4875,27.5840635,8.391452,4.77689075,10.20582,18
I,1.15,0.8125,0.3,10.19164525,5.1312595,2.50893075,3.118445,9
I,0.725,0.5375,0.1625,3.96893,1.5025235,0.69456275,0.907184,5
F,1.4125,1.1,0.3625,27.71163625,12.8423235,6.690482,7.7961125,8
I,1.25,0.9375,0.3125,14.628342,6.10931725,3.231843,4.3941725,7
I,1.1625,0.875,0.3,14.69921575,6.2652395,3.58621175,3.8271825,8
I,0.775,0.5875,0.1875,3.6570855,1.587572,0.83631025,1.417475,6
F,1.4375,1.1,0.4125,26.43590875,10.21999475,6.13766675,8.50485,10
M,1.275,0.9375,0.3,19.85882475,9.8372765,3.13261975,5.5281525,8
F,1.5625,1.225,0.3875,34.45881725,13.11164375,5.79747275,9.7805775,10
F,1.5875,1.1875,0.5125,33.339012,14.89766225,8.15048125,11.12717875,11
I,0.5125,0.375,0.1,1.13398,0.56699,0.3118445,0.3685435,4
M,1.3875,1.0625,0.35,22.339406,7.994559,4.55009475,8.0796075,18
M,1.7,1.4,0.5125,49.384829,18.9091165,13.62193475,14.17475,11
M,1.6125,1.25,0.4625,41.23434775,17.42076775,9.22776225,10.489315,11
I,1.45,1.125,0.4125,27.37144225,14.118051,5.386405,5.386405,9
M,1.525,1.25,0.4,32.375129,12.94154675,6.3219385,9.4970825,10
F,1.125,0.875,0.275,14.04717725,6.25106475,2.42388225,3.75630875,8
M,1.5,1.1875,0.4,28.76056775,12.85649825,6.8322295,7.7961125,10
I,0.475,0.325,0.1,1.31825175,0.35436875,0.2551455,0.35436875,5
F,1.725,1.35,0.4875,52.673371,20.79435825,9.11436425,15.87572,16
M,1.275,1.0,0.3125,20.08562075,9.39785925,4.706017,5.10291,8
F,1.5125,1.1875,0.375,30.71668325,14.911837,6.066793,8.788345,8
M,1.3125,1.05,0.325,24.08290025,13.154168,5.57067675,5.5281525,11
M,1.5,1.175,0.4125,31.62386725,15.06775925,6.19436575,8.221355,17
M,1.5625,1.225,0.4125,34.5013415,18.63979625,4.72019175,9.63883,8
F,1.6125,1.3125,0.45,43.02036625,18.540573,8.561549,11.3681495,15
F,1.55,1.2125,0.4375,34.6147395,14.458245,7.3425205,11.056305,13
F,1.525,1.2,0.4375,32.02076025,15.06775925,7.29999625,9.355335,12
M,1.275,0.9625,0.325,21.9708625,11.623295,5.99591925,5.953395,7
M,1.5625,1.2125,0.425,34.79901125,15.35125425,8.34892775,8.731646,12
F,1.4625,1.125,0.3625,25.72717125,10.432616,4.422522,7.93786,9
M,1.35,1.075,0.3125,21.035329,9.62465525,5.68407475,5.6699,8
I,0.7,0.525,0.175,2.608154,1.1623295,0.7087375,0.850485,6
I,0.875,0.6875,0.2375,7.93786,3.061746,1.871067,1.984465,7
F,1.6,1.2,0.3875,34.06192425,15.52135125,8.17883075,9.82310175,9
M,1.45,1.1875,0.375,27.499015,13.25339125,6.30776375,7.7394135,11
I,1.1625,0.8875,0.3,13.437663,5.953395,2.93417325,3.40194,7
F,1.5625,1.225,0.4,34.983283,17.95940825,5.443104,9.922325,9
M,1.625,1.3125,0.5125,42.070658,15.592225,8.09378225,12.190285,20
M,1.4375,1.125,0.3625,22.80717275,9.128539,4.97533725,6.23689,12
M,1.5125,1.175,0.3625,31.62386725,13.5794105,7.27164675,9.63883,10
F,1.5375,1.2125,0.3875,34.45881725,15.4504775,7.1724235,9.7805775,11
M,1.5625,1.25,0.4125,36.230661,18.27125275,7.7961125,8.788345,9
M,1.4375,1.0625,0.4375,29.540179,15.5071765,6.56290925,7.61184075,10
M,1.5375,1.175,0.425,36.6559035,14.35902175,7.427569,10.0640725,10
F,1.075,0.8375,0.2625,11.77921725,4.60679375,2.551455,3.40194,14
M,1.4125,1.1625,0.4125,25.1460065,11.9351395,5.3580555,7.0590255,12
I,1.275,1.025,0.375,17.7184375,8.77417025,3.3735905,6.520385,9
M,1.575,1.2625,0.4375,37.1094955,15.43630275,9.808927,11.41067375,11
I,0.9875,0.675,0.2,6.70465675,2.82077525,1.43164975,1.984465,6
M,1.6875,1.325,0.4875,50.70308075,21.98503725,9.2702865,13.324265,11
F,1.4875,1.1625,0.4375,29.0582375,15.7339725,6.36446275,7.89533575,10
M,1.55,1.2625,0.4125,33.8776525,13.70698325,7.257472,9.07184,11
I,1.125,0.9,0.275,13.8062065,6.0951425,2.5231055,3.2034935,7
M,1.45,1.1,0.375,25.4295015,10.9145575,6.3786375,7.2291225,9
I,0.95,0.7125,0.2375,9.1568885,4.9611625,1.4458245,1.984465,6
M,1.3125,1.0,0.3,18.07280625,7.654365,4.025629,5.5281525,7
M,1.425,1.0625,0.3625,24.720764,13.25339125,5.10291,6.1518415,10
I,1.1625,0.9375,0.25,11.38232425,4.5075705,2.2963095,3.5436875,8
M,1.175,0.8875,0.2875,13.36678925,5.74077375,2.82077525,4.2240755,13
F,1.3125,1.0125,0.375,22.55202725,8.4198015,4.082328,6.9456275,12
I,1.1125,0.8375,0.325,13.53688625,5.96756975,2.381358,4.9611625,9
F,1.15,0.9125,0.2625,12.74310025,5.6415505,3.288542,3.55786225,9
I,1.3,1.0625,0.35,18.4555245,7.6260155,3.1467945,6.23689,9
F,1.4875,1.1875,0.3875,29.029888,14.35902175,5.06038575,9.128539,9
F,1.5625,1.1875,0.4375,35.4652245,16.40018575,7.0023265,8.9867915,9
M,1.4375,1.125,0.3375,24.323871,11.18387775,5.76912325,6.23689,8
F,1.425,1.075,0.325,24.22464775,11.07047975,5.00368675,8.221355,13
I,0.9,0.65,0.225,5.82582225,1.91359125,1.0489315,2.154562,7
I,1.15,0.9,0.3625,14.5999925,6.1518415,2.4664065,4.5075705,9
M,1.175,0.9875,0.3125,15.7339725,7.314171,3.2034935,4.9611625,12
M,1.775,1.35,0.4125,55.5366705,21.72989175,7.3992195,22.11261,11
M,1.3625,1.1,0.35,22.1976585,8.32057825,4.479221,6.9456275,11
M,1.25,0.9875,0.4125,17.463292,6.80388,4.252425,6.7755305,17
M,1.5125,1.2125,0.4125,28.803092,11.15552825,5.57067675,8.0796075,15
F,1.6375,1.425,0.5125,51.21337175,23.96950225,11.963489,12.8990225,11
I,0.9375,0.6875,0.2125,6.59125875,2.7499015,1.37495075,1.984465,8
F,1.25,0.9625,0.3625,18.27125275,6.19436575,3.75630875,5.953395,13
I,1.1125,0.85,0.25,10.6310625,4.9611625,2.14038725,3.04757125,6
M,1.4875,1.15,0.4125,27.499015,9.8372765,6.25106475,8.50485,10
M,0.95,0.7,0.2375,6.30776375,2.7499015,1.4458245,2.1262125,6
M,1.325,1.0625,0.375,21.9708625,8.32057825,4.932813,5.82582225,9
M,1.5625,1.175,0.4,35.777069,17.61921425,7.72523875,9.4970825,9
I,0.925,0.7,0.2875,7.824462,3.1467945,1.7293195,2.1262125,6
F,1.425,1.125,0.3375,24.7491135,11.3398,5.06038575,6.747181,8
M,1.4125,1.0,0.425,24.28134675,12.34620725,4.422522,7.7961125,10
I,1.3125,1.0,0.3625,19.74542675,9.62465525,4.1106775,5.6699,11
I,1.1625,0.9375,0.25,13.53688625,5.74077375,2.8066005,3.8271825,7
F,1.15,0.8125,0.325,9.56795625,4.2807745,2.3530085,3.3735905,9
M,1.6375,1.2875,0.4375,38.8104655,16.65533125,8.63242275,10.489315,11
M,1.25,1.0,0.3125,16.40018575,6.0951425,3.9972795,5.2446575,11
I,1.2125,0.925,0.3,14.81261375,6.6054335,3.81300775,3.855532,10
I,0.8125,0.6125,0.2,4.12485225,1.85689225,1.077281,1.3891255,6
F,1.3125,1.0,0.2875,18.824068,8.34892775,3.7704835,4.9611625,9
F,1.5625,1.25,0.3875,36.117263,17.916884,7.144074,9.07184,10
I,0.925,0.725,0.2125,6.10931725,2.6932025,1.7293195,2.1262125,7
M,0.9125,0.675,0.225,6.42116175,2.84912475,1.3891255,1.8427175,11
F,1.6875,1.3125,0.4375,39.745999,13.6928085,9.08601475,13.1825175,13
M,1.725,1.325,0.475,42.297454,16.51358375,11.07047975,11.90679,16
I,1.5625,1.2,0.3875,34.23202125,17.0097,6.95980225,8.6465975,9
M,1.475,1.1375,0.4125,29.10076175,13.19669225,6.30776375,7.087375,9
F,1.5125,1.15,0.4,28.8314415,11.29727575,5.23048275,10.20582,18
F,1.4375,1.125,0.35,22.11261,9.62465525,4.40834725,6.87475375,9
M,1.125,0.875,0.2625,12.51630425,5.6699,2.90582375,4.3941725,9
M,1.4375,1.175,0.4,29.5685285,15.1669825,5.386405,7.5126175,7
I,0.7,0.5375,0.1875,3.3168915,1.17650425,0.60951425,0.9922325,6
F,1.5625,1.2125,0.4125,31.6096925,13.79203175,7.1724235,9.7805775,12
F,1.475,1.1125,0.3125,24.153774,9.42620875,6.066793,7.654365,13
F,1.7625,1.325,0.4625,50.972401,23.96950225,10.9712565,10.9145575,9
I,1.2375,1.0,0.3375,17.95940825,8.60407325,4.23825025,5.00368675,11
M,1.525,1.175,0.4,32.50270175,13.834556,6.917278,9.2135875,9
F,1.4625,1.15,0.4125,33.29648775,11.963489,6.36446275,9.4970825,23
M,1.4625,1.075,0.3625,24.79163775,11.793392,4.60679375,6.23689,11
F,1.45,1.125,0.4,26.12406425,11.453198,5.896696,7.2291225,14
M,0.9125,0.675,0.2125,5.71242425,2.041164,0.94970825,1.2757275,9
M,1.3125,1.0,0.3375,18.44134975,8.60407325,4.06815325,5.6699,12
M,1.55,1.2,0.4125,34.302895,16.499409,6.19436575,8.50485,11
M,1.2875,1.0125,0.3,19.901349,9.39785925,3.81300775,6.23689,9
M,1.1375,0.9125,0.325,12.34620725,5.88252125,3.10427025,4.819415,8
I,1.3125,1.0,0.3375,17.463292,7.3992195,4.025629,5.953395,10
F,1.325,1.025,0.4125,18.01610725,7.9095105,3.6570855,5.5281525,14
I,0.95,0.6875,0.2375,6.7755305,2.76407625,1.17650425,2.19708625,7
I,1.175,0.95,0.25,14.5432935,6.2085405,3.04757125,3.685435,6
M,1.5375,1.1875,0.4,28.7180435,13.6928085,6.22271525,8.0796075,10
I,0.85,0.6625,0.2375,5.10291,2.494756,1.09145575,1.5592225,6
M,1.5875,1.275,0.45,40.78075575,14.10387625,9.07184,11.056305,14
M,0.8875,0.675,0.2125,6.30776375,2.67902775,1.417475,2.1262125,6
M,1.4375,1.15,0.35,26.761928,11.396499,5.88252125,6.3786375,9
F,1.6625,1.325,0.475,37.15201975,14.0330025,7.6827145,10.20582,11
F,1.55,1.2,0.375,29.48348,13.65028425,7.75358825,8.788345,11
M,1.2125,0.9,0.3,13.53688625,5.31553125,2.93417325,4.819415,10
M,1.2125,0.975,0.3,16.9813505,7.35669525,4.2240755,4.7910655,8
F,1.7125,1.35,0.4,47.27279125,23.6151335,10.70193625,13.4660125,13
I,1.325,1.0625,0.3125,20.3265915,9.015141,4.52174525,5.6699,9
M,1.2625,1.1,0.375,23.45921125,9.68135425,5.25883225,6.7755305,9
I,1.375,1.075,0.3625,21.27629975,10.77281,5.8116475,5.953395,9
M,1.4125,1.1,0.3875,23.870279,8.0229085,5.79747275,7.5126175,12
F,1.15,0.9,0.275,12.99824575,5.2446575,2.14038725,3.40194,10
M,1.6375,1.3125,0.4125,39.405805,18.9091165,8.7032965,10.9145575,11
I,1.25,0.9375,0.325,14.69921575,7.030676,2.67902775,3.8271825,8
M,1.125,0.8875,0.325,13.08329425,5.1312595,3.6003865,4.1106775,10
M,1.4375,1.1125,0.4,29.9654215,12.3887315,6.973977,9.2135875,9
F,1.4875,1.1875,0.4,29.48348,12.8423235,6.36446275,8.74582075,11
M,1.5125,1.175,0.4,34.6147395,17.6050395,6.6054335,8.1363065,9
F,1.6125,1.275,0.5,45.7277435,17.61921425,10.2341695,13.324265,10
I,0.7625,0.575,0.2125,4.422522,1.417475,0.510291,1.20485375,7
I,1.225,0.95,0.3,15.29455525,8.561549,2.948348,3.96893,8
M,1.5125,1.175,0.4125,34.5013415,15.03940975,7.66853975,9.28446125,11
I,1.4375,1.075,0.325,21.04950375,8.20718025,5.68407475,6.23689,14
M,1.4875,1.125,0.375,29.66775175,13.87708025,6.22271525,7.72523875,11
M,1.7,1.275,0.475,43.70075425,18.21455375,9.56795625,11.623295,10
M,1.3125,1.05,0.3625,21.8007655,9.62465525,4.60679375,6.70465675,10
M,1.5625,1.2125,0.3875,30.34813975,13.48018725,5.57067675,9.39785925,10
F,1.575,0.9625,0.375,28.02348075,13.08329425,6.577084,8.6465975,9
M,1.1,0.875,0.25,13.53688625,5.0745605,2.84912475,3.96893,7
F,1.3375,1.0375,0.375,20.638436,8.164656,4.706017,6.23689,11
F,1.5,1.2,0.4125,29.3417325,12.5021295,6.30776375,8.3631025,15
I,1.0,0.7625,0.25,9.63883,3.04757125,2.11203775,2.83495,7
M,1.4125,1.1125,0.3625,26.23746225,12.31785775,6.010094,7.37087,11
M,1.425,1.1125,0.325,24.9192105,10.489315,4.89028875,7.2291225,11
I,1.025,0.7625,0.25,8.77417025,3.912231,1.8427175,2.551455,7
I,1.1625,0.9,0.35,16.9813505,5.953395,3.0333965,5.953395,16
M,1.1375,0.9,0.3375,12.34620725,5.71242425,2.87747425,3.5436875,7
M,1.5875,1.2625,0.4375,38.88133925,18.9091165,8.71747125,10.20582,14
I,1.3125,0.9875,0.35,17.236496,8.1930055,3.98310475,5.03203625,9
M,1.3,1.0375,0.3625,17.8885345,7.2291225,4.8477645,6.23689,11
F,1.3625,1.0625,0.3625,24.834162,12.3320325,5.57067675,6.27941425,10
I,0.9625,0.75,0.225,6.13766675,2.721552,1.0489315,2.26796,7
M,1.5125,1.175,0.4125,30.03629525,13.891255,6.08096775,8.221355,11
F,1.1625,0.875,0.3375,17.76096175,7.3425205,4.09650275,5.8116475,12
I,0.8125,0.5625,0.225,3.92640575,1.54504775,1.00640725,1.74349425,6
M,1.3625,1.075,0.35,20.08562075,5.91087075,4.12485225,7.087375,10
I,1.3625,1.075,0.3375,20.1564945,9.5537815,4.082328,5.8116475,8
F,1.4125,1.15,0.3125,26.29416125,10.47514025,5.726599,7.654365,12
F,1.575,1.2375,0.4375,36.55668025,16.0741665,8.7032965,9.4970825,9
F,1.4375,1.0875,0.3875,24.7491135,10.4609655,5.93922025,6.6621325,10
I,0.875,0.6625,0.2125,5.85417175,2.1262125,1.31825175,1.984465,7
F,1.6125,1.2875,0.4375,41.39027,17.0097,8.71747125,12.3320325,11
F,1.475,1.1625,0.4125,30.107169,13.79203175,6.78970525,7.93786,10
I,1.1875,0.9,0.25,14.78426425,5.329706,2.5231055,3.96893,13
I,0.7125,0.5,0.1375,3.30271675,1.2757275,0.3685435,0.9922325,6
F,1.2125,0.925,0.2875,13.39513875,5.82582225,2.9766975,4.252425,10
I,0.95,0.725,0.225,8.71747125,3.515338,1.97029025,2.26796,7
F,1.525,1.2,0.425,31.6096925,13.947954,6.4353365,9.39785925,10
I,1.125,0.825,0.3125,13.39513875,5.71242425,2.721552,3.5436875,8
M,1.5875,1.225,0.525,35.81959325,14.514944,9.128539,10.0640725,8
I,0.9875,0.7375,0.3,7.69688925,2.6932025,1.304077,2.4097075,7
I,0.7,0.5125,0.175,3.38776525,1.417475,0.7654365,0.9922325,5
M,1.525,1.2,0.375,32.81454625,15.0535845,6.81805475,8.6465975,11
I,0.7,0.5,0.175,3.18931875,1.54504775,0.32601925,0.9355335,5
F,1.375,1.1,0.375,26.80445225,8.46232575,5.8683465,7.37087,15
F,1.6,1.2375,0.4375,41.23434775,18.80989325,10.0073735,9.7805775,9
I,1.2125,1.0375,0.3,18.58309725,7.35669525,3.9405805,5.5281525,9
F,1.625,1.2375,0.425,37.32211675,14.968536,7.200773,11.623295,18
F,1.5,1.1875,0.425,31.18445,13.154168,6.78970525,9.07184,13
I,0.925,0.7,0.2,6.30776375,2.664853,1.43164975,1.984465,6
F,1.475,1.1625,0.375,26.08154,11.3398,5.79747275,7.7961125,11
F,1.55,1.225,0.4375,35.550273,15.26620575,7.654365,9.2135875,10
F,1.625,1.2875,0.4375,39.81687275,18.9091165,9.1568885,10.20582,10
M,1.2625,1.0,0.375,17.463292,7.10154975,3.86970675,5.5281525,8
M,1.2,0.95,0.3,14.3731965,6.8322295,2.9199985,4.252425,12
I,0.6875,0.4875,0.15,3.07592075,1.247378,0.75126175,0.9922325,5
F,1.2875,1.0,0.2875,21.8007655,8.561549,4.139027,6.520385,10
I,1.2875,1.025,0.3375,16.9813505,8.74582075,3.95475525,6.6621325,12
I,1.1,0.8375,0.25,11.01378075,5.10291,2.36718325,3.8271825,8
F,1.6,1.3,0.4375,44.0834725,18.427175,10.9712565,11.3681495,9
I,0.7,0.5125,0.15,2.67902775,1.20485375,0.396893,0.907184,5
I,1.375,1.05,0.3625,21.0636785,9.62465525,4.8477645,5.556502,8
M,1.425,1.125,0.2625,24.720764,13.25339125,5.10291,6.1518415,11
F,1.65,1.275,0.5,43.87085125,15.592225,8.57572375,17.293195,13
M,1.2125,0.9375,0.3,16.7120303,7.18659825,3.628736,4.876114,8
F,1.675,1.35,0.5375,40.5114355,15.97494325,8.46232575,16.44271,17
F,1.3125,1.0375,0.45,21.772416,7.83863675,4.12485225,7.37087,10
I,1.275,0.975,0.35,19.43358225,8.60407325,4.706017,4.26659975,9
